SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;DS_GENERO;DS_COR_RACA;ST_REELEICAO
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613589;45555;WILLIAM MEIRA;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001649553;55;DRA VIVIANE ORRO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001717696;90444;JURA DO LEON;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646514;28207;LILIAN SAAB;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652323;13789;ADRIANE QUILOMBOLA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651376;14123;HÉLIO GOMES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609606;44234;SEBASTIÃO RONEI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651188;51051;MAJOR DR SANDRO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614734;22100;RAQUELLE TRUTIS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615762;19100;GABRIELA PIMENTA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646507;28123;DOUGLAS BRITO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615142;10777;BETINHO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001725985;51100;JOVANI;RENÚNCIA;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609585;44222;DOUTOR SABATEL;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612036;36160;SOU GALÃ;INDEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;GOVERNADOR;120001635628;45;EDUARDO RIEDEL;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001600674;7797;MILTINHO VIANA;INDEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609593;44044;CÍCERA PEREIRA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621512;2867;SUBOFICIAL FLAVIA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612326;4599;PROFESSOR JUARI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648883;90444;JURA DO LEON;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651371;14100;VALDEMAR MORAES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645932;1123;PROFESSOR JOÃO ROCHA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615144;10150;PASTORA LILIAN;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646520;28888;RAQUEL PORTIOLI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613593;45333;REGINALDO NENÊ;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651378;14444;OTÁVIO FIGUEIRÓ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650951;55335;SHEYLA CORTEZ;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615766;19789;CLEDINALDO COTOCIO;DEFERIDO;MASCULINO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672862;70400;BETO ARAUJO;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001732908;1577;PROFESSORA ZU;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643166;15022;DR AUGUSTO CRUZ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675474;1458;KLEYTON VIGILANTE;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;GOVERNADOR;120001649554;55;MARQUINHOS TRAD;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645376;11000;MARÇAL FILHO;DEFERIDO;MASCULINO;PARDA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613611;45001;PROFESSOR MARCELO MIRANDA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646498;28010;TENENTE MARCILIO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609601;44544;PASTOR MAURO ORTIZ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646506;28223;FRANK VALDEZ;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001649120;9064;CAPITÃO AIRTON;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
