SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;DS_GENERO;DS_COR_RACA;ST_REELEICAO
RR;RORAIMA;DEPUTADO ESTADUAL;230001714073;12999;NUNES JÁ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671299;14000;ARQUEIRO DENIVALDO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600123;35135;NARA DA FIBRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604280;22200;OHANNA BRASIL;RENÚNCIA;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610940;43888;DOZINHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640626;2323;ZÉ RODRIGUES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600190;20222;JANYO MACIEL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604278;22165;LUIZ DA FETAG;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693309;1477;KASSIA MOURA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605885;19444;MARINA GABRIELLA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604249;11101;PAULISTA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610808;5050;EUNICE MOREIRA;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600184;20202;PSICOLOGA CLARICE;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610862;4321;DR FABIO MARTINS;RENÚNCIA;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693304;1411;ORIB ZIEDSON;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611077;33222;PASTOR BRANDÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602217;28029;ELISANGELA ARAUJO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600187;20777;HIRAN PINHEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604250;11789;DILSON ARAUJO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604264;22188;PROF INEIDE;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605880;19678;VIOLA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001691799;144;HALISSON;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602192;2801;IVINA MARA;INDEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600059;10888;ANA CONCEIÇÃO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671294;14222;NEUBSON PEIXOTO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001670971;123;EDVAGNO ALVES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602833;15777;WAGNER FEITOSA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;GOVERNADOR;230001610816;43;RUDSON LEITE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611122;18013;ELIENES FERNANDES;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;SENADOR;230001605864;190;OZEAS COLARES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602225;28007;IRMÃO LEVI;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600126;35035;BADÚ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001714013;1212;NARA BORRACHEIRA;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602204;28050;GERENTE GILMAR LEITE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602839;15015;CLEMILDA DO SORVETE;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605875;1919;PROFESSOR ERIK;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605877;19154;JESUS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600089;90333;JUNIOR SARAIVA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600130;35000;LUCIANO SOBRAL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611119;18231;ALDENIR WAPICHANA;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604289;2200;EDIO JUNIOR;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610931;13123;PROF SIRDENNYS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600078;90010;DENIS SIQUEIRA DA AESERR;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605894;19888;ROCY SILVA;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602825;15215;PASCOAL DUARTE;INDEFERIDO COM RECURSO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604288;2244;WILLIAN OLIVEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610926;43300;LEVY JUVENTUDE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602203;28789;GIDEANE MOURA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600087;90444;CELIJANE ALENCAR;RENÚNCIA;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604269;22122;NETINHO PINHO;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595288;44244;PROF LUIS CLAUDIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595292;44192;MELQUISEDEK;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600096;9090;EVERALDO FEDERAL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602239;55054;THIAGÃO DO BASQUETE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602205;28555;JOÃO ADÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643498;77174;LUCIMEIRE PEREIRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600197;20900;JR LESSA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714075;12100;MARCELLA MASSA;INDEFERIDO COM RECURSO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600071;90011;LUCAS SOUZA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602211;28008;ANDRE CHAGAS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600198;20800;MARLEIDE CABRAL;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001613695;2727;MARLENE LOPES;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605871;1911;LUCIANO CASTRO;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605882;19123;JOILMA TEODORA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600090;90222;IRMÃO ARI;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605870;1999;RAUL LIMA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600133;35700;GORDINHO DO ÔNIBUS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604241;11111;CHICO MOZART;DEFERIDO;MASCULINO;BRANCA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001611124;18113;PEDRO ESTEVAM;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600148;5511;DRA ANA LUCIOLA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602231;55888;CLAUDOMIRO REGO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602813;1533;DR. SAMIR XAUD;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643514;77321;KLAIS POLICARPO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642293;45123;VANESSA FERREIRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600199;20234;SOLANGE FERREIRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610941;13333;REJY CARVALHO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001595283;4420;PASTOR DINIZ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602806;1515;HELENA DA ASATUR;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;1º SUPLENTE;230001691797;144;MARCINHA DO POVO;RENÚNCIA;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611073;33456;MARCOS WANDERLEY;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642280;23567;CARLOS WAPIXANA;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643496;77555;VIGILANTE REGINALDO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602811;1500;DR. FRUTUOSO LINS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600063;2011;LUIZA TORQUATO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602215;28111;DERISVALDO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600195;20444;JONAS MESQUITA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600091;90888;DELEGADO ALEXANDRE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602240;55222;TATIANE FIGUEIRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;SENADOR;230001610813;500;BARTÔ MACUXI;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602836;15999;RONDINELE TAMBAZZA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643505;77777;DHIEGO COELHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602230;55055;ELANE VILASI;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;1º SUPLENTE;230001605866;190;FABIO CARDOSO;INDEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610936;13000;NAMIS LEVINO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600109;1022;ALUIZIO NASCIMENTO;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640622;2311;ZÉ SILVA;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600146;35009;ELIANE VERDE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611089;33123;CONCEICAO GOMES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602178;44447;ELIAN SANTOS;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602242;55127;JANERSON DO PRIMAVERA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600122;35777;MOTA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604245;11221;SABÁ KATERETE;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;2º SUPLENTE;230001611093;511;ANA ALENCAR;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604233;1177;MISSIONARIA MARTA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600196;20220;ROBERTO PEDREIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604291;2299;TALITA CANAL;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600110;1012;PROF KELY;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600061;10190;SOLDADO SAMPAIO;DEFERIDO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001725206;11777;ELIANA VIANA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600051;10555;CICERO DA REAL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602810;1545;RONALDO TRAJANO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602834;15220;CLEIA PIT BULL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001714009;1221;ANGELA CARVALHO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600088;90022;PROFA SYLVIA CATANHEDE;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600183;20123;ORESTE AGUIAR;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604231;1190;MAJOR OVERLAN;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602202;28011;PASTOR AERTON;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610805;1880;YANO RODRIGUES;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595289;44222;DEBORA PONTE;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671304;14124;MARCOS ALVES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610939;13100;PEDRO RELOJOEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714064;12344;TÉO DO TÁXI LOTAÇÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600129;35444;MAGALHÃES DA GRÁFICA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;SENADOR;230001611094;511;MAURICIO COSTA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610942;43444;WILLIAMS TOMAZ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;1º SUPLENTE;230001611095;511;REGINALDO SILVA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001611100;5112;PASTORA JOELMA PAMPOLHA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;1º SUPLENTE;230001670970;123;ROGERIO RAMOS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602236;55255;DR PATRICK ARAÚJO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604277;22767;PASTOR ZEZINHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642289;45555;OBERDAN FALCÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600054;10222;TEIXEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602201;28028;CORONEL CHAGAS;DEFERIDO;MASCULINO;BRANCA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001600112;1077;DEFENSOR STÉLIO DENER;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600098;9001;PETITA BRASIL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611121;50123;ALZEMIRO WAPICHANA;INDEFERIDO COM RECURSO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642285;23456;LENIR RODRIGUES;DEFERIDO;FEMININO;PARDA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001642291;23000;MEYRINHA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600131;35107;AIDAN MELVILLE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605872;1922;JOSIAS LICATA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605892;19700;LEANDRO ALMEIDA DO SINDPOL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595302;44777;VIGILANTE PATRICIO BRITO;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600154;5566;VICENTE NOGUEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671308;14123;IRONDINA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604284;2211;LOURDINHA PINHEIRO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671300;14567;ALEX BARBOSA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611084;33126;PASTORA RAY;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643509;77001;FELIPE CHEUSA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671298;14351;MANGA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001714015;1229;THALITA GONZAGA;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714068;12180;JOAQUIM AUDITOR;DEFERIDO;MASCULINO;AMARELA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602244;55678;SEANE FEITOZA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600069;90147;WILSON CABELINO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001728502;5588;TEIA MOTA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600182;20456;KARINE MELO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611081;33444;VANDO SANTA CRUZ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;VICE-GOVERNADOR;230001602185;15;ÉDIO LOPES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640625;2333;ISNEIDE NUNES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642299;45000;MC FRANK;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604221;40200;ROBSON OLIVEIRA;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714078;12222;ROCK CABELUDO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604287;2223;JONAS MARCOLINO;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595301;44567;CONSELHEIRO FRANCO ROCHA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610922;43222;NAYRA NOGUEIRA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611079;33033;ANA MARIA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001595284;4477;JEFERSON ALVES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602241;55755;PROFESSORA GRACINARA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595304;44444;JORGE EVERTON;DEFERIDO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001602809;1510;DUDA RAMOS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604281;22222;GUTE BRASIL;RENÚNCIA;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604223;40333;SELMA DO BELA VISTA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604229;1107;JOICY VANIA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602247;55100;SHIROMIR EDA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001602199;156;PLACIDO ALVES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610811;5051;LUÍS OCA;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610956;3333;JACKSON FALCÃO;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611092;33153;MANO ODAIR;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600107;1034;PROF IRISNAIDE MACUXI;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602249;55999;DICA DO ALVORADA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602828;15456;JUNINHO PEGADA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600062;10789;MARCOS JORGE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693302;1445;TUXAUA LUPEDRO;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611108;51900;ROSANGELA RODRIGUES;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
RR;RORAIMA;1º SUPLENTE;230001729145;903;CEL HENRIQUE;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642288;23333;MARIA DO SATÉLITE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001613694;2722;CARLOS KOELHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602837;15000;PADRE PAULO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595297;44190;JOANA LUCENA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600055;10444;ANTONIO POROCA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600138;35888;MÁRIO DA CASA DA RAÇÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602237;55444;ENFERMEIRO YURI;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600053;10777;JORGE DO CANTÁ;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604209;40222;CHRISTIAN MOTOBOY;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610957;3338;FILIPE BARCELOS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001714010;1234;FLÁVIO ZACHER;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600141;35678;LÉIA GALETO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605874;1933;PASTOR DEUSAILTON;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610809;1823;HENRIQUE MATOS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714065;12012;MAÍSA PAIVA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602831;15600;BRUNO MARTINS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604270;22220;JOCIMAR SEVERO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;SENADOR;230001670969;123;MARANHÃO DO POVÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602207;28128;DR PAULO ADVOGADO;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642298;23444;PASTOR FLÁVIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600145;35123;NETO LOUREIRO;DEFERIDO;MASCULINO;BRANCA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001600151;5500;SIMONE QUEIROZ;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001605873;1900;FABY ALBUQUERQUE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610932;43043;PROF BETÃO;DEFERIDO;MASCULINO;PARDA;N
